cs_year,date_occur,crime,description,ileads_address,ileads_street,x_coord,y_coord
2013,01/06/2013 17:30,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3560,SCOTT AVE,896006.2,1018139
2013,01/06/2013 19:58,182250,DRUGS-POSSESSION/COCAINE,0,BLACKSTONE AVE / PAG,882642.1,1031416
2013,01/06/2013 20:10,182130,DRUGS-POSSESSION/HEROIN,8847,N BROADWAY,897651.6,1053007
2013,01/06/2013 20:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7842,GERMANIA ST,885946.9,990054
2013,01/06/2013 21:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4623,S BROADWAY,895852.3,997152.8
2013,01/06/2013 22:10,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,315,CHESTNUT ST,909422.4,1016993
2013,01/06/2013 22:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4422,ARCO AVE,888908.3,1017623
2013,01/06/2013 23:45,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1018,TILLIE AVE,896008.6,1048005
2013,01/07/2013 10:06,182130,DRUGS-POSSESSION/HEROIN,2501,N GRAND BLVD,899203.5,1026682
2013,01/07/2013 10:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6144,DELMAR BLVD,877966.4,1027393
2013,01/07/2013 11:38,184999,DRUGS-UNLAWFUL PRESCRP/OTHR UNSPEC PRESCRP,2030,BREMEN AVE,904594.4,1029890
2013,01/07/2013 11:59,182130,DRUGS-POSSESSION/HEROIN,1000,S TUCKER BLVD,905403.9,1013861
2013,01/07/2013 12:00,242000,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,1000,MARKET ST,907010,1017089
2013,01/07/2013 14:30,182400,DRUGS-POSSESSION/MARIJUANA,1033,WHITTIER ST,893423.7,1025396
2013,01/07/2013 15:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4428,ROSALIE ST,897629.9,1036515
2013,01/07/2013 15:47,182400,DRUGS-POSSESSION/MARIJUANA,2318,N EUCLID AVE,889963.9,1031284
2013,01/07/2013 16:45,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3121,SHERIDAN AVE,899259.8,1023784
2013,01/07/2013 18:20,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3440,KLOCKE ST,893546.3,1000680
2013,01/07/2013 19:11,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5544,PALM ST,887025.2,1037005
2013,01/07/2013 19:53,182130,DRUGS-POSSESSION/HEROIN,4420,S BROADWAY,896432.6,998417.6
2013,01/07/2013 22:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3253,LAFAYETTE AVE,896119.7,1013512
2013,01/07/2013 22:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3157,CALIFORNIA AVE,897544.4,1006847
2013,01/07/2013 23:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1712,BELLE GLADE AVE,895444.9,1027204
2013,01/07/2013 23:25,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4346,N MARKET ST,893829.7,1029054
2013,01/07/2013 23:35,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4419,ROSALIE ST,897809.3,1036500
2013,01/07/2013 23:40,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1317,WASHINGTON AVE,906240.7,1019290
2013,01/07/2013 23:53,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2226,DODIER ST,904231.1,1026949
2013,01/08/2013 00:10,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4300,LEE AVE,897208.7,1034047
2013,01/08/2013 00:24,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4664,PENROSE ST,894609.4,1035775
2013,01/08/2013 04:35,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,957,BELLERIVE BLVD,890892.8,995389.9
2013,01/08/2013 08:19,182130,DRUGS-POSSESSION/HEROIN,1505,N 13TH ST,907607.2,1022492
2013,01/08/2013 10:40,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3628,MORGANFORD RD,888024.2,1004480
2013,01/08/2013 11:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,907,CANAAN AVE,896550.9,1051401
2013,01/08/2013 11:53,182130,DRUGS-POSSESSION/HEROIN,3814,LOUISIANA AVE,894411.6,1002790
2013,01/08/2013 12:16,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2614,N NEWSTEAD AVE,893775.9,1029835
2013,01/08/2013 12:30,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2911,CHEROKEE ST,896602.1,1005407
2013,01/08/2013 12:40,182130,DRUGS-POSSESSION/HEROIN,0,S COMPTON AVE / TAFT,894288.4,998075.9
2013,01/08/2013 14:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5641,PAMPLIN PL,890505.6,1046952
2013,01/08/2013 14:11,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3422,S. JEFFERSON,0,0
2013,01/08/2013 14:25,182130,DRUGS-POSSESSION/HEROIN,3621,S COMPTON AVE,895256.3,1004142
2013,01/08/2013 14:50,182130,DRUGS-POSSESSION/HEROIN,3200,CALIFORNIA AVE,897675.7,1006583
2013,01/08/2013 16:58,182130,DRUGS-POSSESSION/HEROIN,0,N 13TH ST / CASS AVE,907596.9,1022461
2013,01/08/2013 17:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1220,N 10TH ST,908347.1,1021035
2013,01/08/2013 17:50,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3309,S GRAND BLVD,893528.9,1006259
2013,01/08/2013 18:23,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4837,MARGARETTA AVE,892942.4,1035396
2013,01/08/2013 19:47,182400,DRUGS-POSSESSION/MARIJUANA,0,DELOR ST / S SPRING,890395.6,998367.9
2013,01/08/2013 20:48,182250,DRUGS-POSSESSION/COCAINE,6211,DELMAR BLVD,877305.8,1027712
2013,01/08/2013 22:15,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,711,N EUCLID AVE,888503.4,1026317
2013,01/08/2013 22:25,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3453,GASCONADE ST,893454.9,1001225
2013,01/08/2013 22:40,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3926,NEBRASKA AVE,896248.9,1001725
